sample_prompt,seed,layer,type,shape,params,mode,w_bits,a_bits,baseline_ms,layer_ms,peak_mem_MB,mse,mae,max_abs,cos
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2758.37,,6.436e-07,0.000585263,0.0060745478,0.9999995971
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2798.42,,1.7342e-06,0.0008777409,0.0174040198,0.9999989167
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2802.66,,0.0001156618,0.0077961478,0.1135111973,0.9999277178
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2825.0,,0.0001143549,0.0077956663,0.1073891521,0.9999285185
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2741.57,,7.915e-07,0.0006386734,0.0092527866,0.9999995052
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2753.97,,7.487e-07,0.000624461,0.0105030537,0.9999995324
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2742.38,,0.0001546616,0.00876013,0.1117404997,0.9999044672
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2774.18,,0.0001548821,0.0087623456,0.1119866818,0.999904295
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2763.02,,3.6303e-06,0.0013407635,0.0236216784,0.9999977416
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2768.77,,4.2321e-06,0.001436049,0.0233748257,0.9999973649
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2761.92,,0.0021185395,0.0359753333,0.5254087448,0.9987190382
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2749.94,,0.0021094989,0.0358981043,0.5245876312,0.9987243197
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A16,8,,2792.03,2803.36,,9.202e-07,0.0006567449,0.0092144012,0.999999427
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,2792.03,2777.78,,1.7236e-06,0.000941147,0.0155510902,0.9999989217
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A16,4,,2792.03,2788.13,,0.0003348661,0.0134013426,0.2299356461,0.9997903839
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,2792.03,2787.37,,0.0003418379,0.0134927155,0.243583858,0.9997860246
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2755.54,,1.521e-07,0.0002689249,0.0039639473,0.9999999049
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2748.9,,4.157e-07,0.0004087656,0.0098757371,0.99999974
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2779.72,,3.40939e-05,0.0038605081,0.0641971529,0.9999786573
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2792.42,,3.54281e-05,0.0039192527,0.0661306977,0.9999778211
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A16,8,,2792.03,2758.97,,1.202e-07,0.0002303705,0.0036371052,0.9999999251
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A8,8,8.0,2792.03,2763.28,,1.8608e-06,0.00098585,0.0168507025,0.9999988365
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A16,4,,2792.03,2750.12,,0.0002478066,0.0099388789,0.3754935861,0.9998449126
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A8,4,8.0,2792.03,2761.73,,0.0002597198,0.0103195002,0.3903744817,0.9998374708
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A16,8,,2792.03,2759.72,,6.2416e-06,0.0017646658,0.0238010883,0.9999961742
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A8,8,8.0,2792.03,2768.7,,2.56494e-05,0.0036432988,0.0573966801,0.9999839493
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A16,4,,2792.03,2758.09,,0.0005080021,0.0170964822,0.1565033793,0.9997019343
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A8,4,8.0,2792.03,2752.4,,0.0005123464,0.0174357034,0.1421878338,0.9997068081
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A16,8,,2792.03,2737.1,,1.69785e-05,0.0033432289,0.0288101435,0.9999895508
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,2792.03,2779.29,,1.66043e-05,0.0033368983,0.0285310745,0.9999897663
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A16,4,,2792.03,2811.34,,0.0033993945,0.0448464602,0.4717370868,0.9978699584
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,2792.03,2761.79,,0.0034031747,0.0448829383,0.471138835,0.997867566
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A16,8,,2792.03,2763.68,,1.46934e-05,0.0027971216,0.039067626,0.9999909891
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A8,8,8.0,2792.03,2803.31,,1.41799e-05,0.0027646523,0.0479722023,0.999991382
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A16,4,,2792.03,2756.84,,0.0046259402,0.048497133,0.9693832994,0.9971021781
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A8,4,8.0,2792.03,2777.78,,0.0046158833,0.04854206,0.9703268409,0.9971083076
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A16,8,,2792.03,2766.95,,1.2752e-06,0.0008563821,0.0083497465,0.9999992307
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A8,8,8.0,2792.03,2815.54,,5.036e-05,0.0048015392,0.0883827806,0.9999686008
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A16,4,,2792.03,2777.21,,0.0002547128,0.0114419535,0.1642816067,0.9998406889
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A8,4,8.0,2792.03,2812.8,,0.0003755382,0.0134715252,0.244089067,0.9997648827
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2792.03,2784.59,,7.234e-07,0.000603239,0.0092736483,0.999999551
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2792.03,2771.43,,8.9721e-06,0.002155907,0.0421316959,0.9999944281
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2792.03,2739.95,,0.000345153,0.0133839138,0.1737054288,0.9997879403
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,2792.03,2789.91,,0.0003596756,0.0135735916,0.1734125316,0.9997791744
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2792.03,2718.35,,1.2459e-06,0.0008014708,0.0120860636,0.9999992279
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2792.03,2748.08,,1.27839e-05,0.0022723111,0.0611946471,0.9999919987
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2792.03,2804.99,,0.0004878598,0.0162157938,0.2013454735,0.9996957494
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,2792.03,2803.5,,0.0004895567,0.016331628,0.188532263,0.9996945102
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2784.16,,1.362e-07,0.0002592275,0.0033473372,0.999999915
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2770.51,,5.035e-07,0.0004509815,0.0092288181,0.9999996852
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2810.85,,4.19251e-05,0.0047642137,0.0778224468,0.9999737905
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2760.32,,4.31923e-05,0.0048182607,0.0784773827,0.9999729866
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2791.07,,3.368e-07,0.0004302757,0.0041821599,0.9999997892
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2770.42,,3.377e-07,0.0004203295,0.0046651363,0.9999997889
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2744.19,,0.0001096003,0.0071874848,0.1113433838,0.9999315374
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2762.23,,0.000111179,0.0072396202,0.112660706,0.999930537
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2768.94,,2.7048e-06,0.0011692201,0.0123939514,0.9999983603
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2771.8,,2.6737e-06,0.0011640538,0.012301445,0.9999983872
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2772.21,,0.000736234,0.0209200028,0.2604990005,0.9995431331
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2783.16,,0.0007434085,0.0210105889,0.2628211975,0.999538543
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A16,8,,2792.03,2824.65,,1.7212e-06,0.0009975946,0.0093502998,0.9999989251
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,2792.03,2796.48,,5.284e-06,0.0016027087,0.0264727473,0.9999966921
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A16,4,,2792.03,2743.94,,0.0004962519,0.0166982263,0.2015587687,0.9996904073
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,2792.03,2754.72,,0.0004930266,0.0166619215,0.2048667669,0.9996923681
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A16,8,,2792.03,2814.13,,1.193e-07,0.0002636922,0.0021874513,0.9999999255
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2792.03,2805.98,,8.386e-07,0.0006346192,0.0140632391,0.9999994764
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A16,4,,2792.03,2788.89,,0.0001089622,0.0068792263,0.1262478232,0.9999320324
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2792.03,2838.86,,0.0001111245,0.0070399116,0.1242329776,0.9999306971
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A16,8,,2792.03,2783.98,,1e-07,0.0002228979,0.0038264468,0.9999999381
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A8,8,8.0,2792.03,2808.44,,9.42e-07,0.0006833618,0.011099875,0.9999994125
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A16,4,,2792.03,2807.91,,0.0001010264,0.0072458838,0.1185446978,0.999943569
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A8,4,8.0,2792.03,2786.09,,0.000110312,0.0076026218,0.1109495908,0.9999378385
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A16,8,,2792.03,2737.68,,3.6909e-06,0.0014931823,0.0106175691,0.9999976975
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A8,8,8.0,2792.03,2767.2,,1.18034e-05,0.0026197315,0.0196791887,0.9999928223
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A16,4,,2792.03,2768.73,,0.0040262528,0.0425265953,0.5734596252,0.9974763644
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A8,4,8.0,2792.03,2778.51,,0.0043734284,0.0444598123,0.6112225056,0.9972587035
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A16,8,,2792.03,2748.34,,2.2327e-06,0.0011332427,0.0154057369,0.9999986027
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,2792.03,2807.09,,2.6266e-06,0.0012171117,0.0122475624,0.999998356
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A16,4,,2792.03,2834.87,,0.0004484529,0.0156560391,0.2211744189,0.9997192971
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,2792.03,2791.75,,0.0004558669,0.0157447718,0.2250606418,0.9997146605
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A16,8,,2792.03,2777.81,,3.9193e-06,0.0013562203,0.0252151564,0.9999975467
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A8,8,8.0,2792.03,2803.02,,6.7832e-06,0.0017148006,0.0372198597,0.9999957553
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A16,4,,2792.03,2804.41,,0.002161924,0.0343880951,0.3419408202,0.9986627608
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A8,4,8.0,2792.03,2757.0,,0.0022059805,0.0346554369,0.3527423143,0.9986356933
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A16,8,,2792.03,2770.14,,9.342e-07,0.0007244528,0.0102414489,0.9999994152
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A8,8,8.0,2792.03,2808.29,,5.60793e-05,0.005222931,0.0737983435,0.9999649351
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A16,4,,2792.03,2767.41,,0.0001783977,0.0095061008,0.1600383818,0.9998884568
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A8,4,8.0,2792.03,2767.85,,0.000247973,0.0113230795,0.1567914486,0.9998447766
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2792.03,2818.72,,2.7861e-06,0.0013091946,0.0185270309,0.9999983058
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2792.03,2795.27,,1.4784e-05,0.0028021228,0.0333975554,0.9999907646
a watercolor painting of a lighthouse on a stormy sea,42,down_blocks.0.attentions.1.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2792.03,2752.61,,0.0019708853,0.0338282287,0.2888584733,0.9987793635
